Well name:	 Segment-1-1-1_d
72079.85085934	 69817.31095407	 100.0	 0.0
72086.41037006	 69814.67320519	 92.93	 10
72093.19583321	 69811.944595	 86.1100164	 20
72100.19799103	 69809.12884628	 79.54942611	 30
72107.40831248	 69806.22938958	 73.2562222	 40
72114.81801289	 69803.24975745	 67.23807197	 50
72122.41905099	 69800.19604918	 61.50229952	 60
72130.20331173	 69797.07489418	 56.0558625	 70
72138.16266037	 69793.89357667	 50.9053297	 80
72146.28901388	 69790.66021694	 46.05684916	 90
72154.57443851	 69787.38404172	 41.51609872	 100
72163.01128705	 69784.07579888	 37.28820138	 110
72171.59239504	 69780.7484064	 33.37756907	 120
72180.31134562	 69777.41793813	 29.78759944	 130
72189.16261585	 69774.10448607	 26.52017679	 140
72198.02696167	 69770.79302515	 23.28635558	 150
72206.8913075	 69767.48156423	 20.05253437	 160
72213.97135807	 69764.83666394	 17.46964577	 170
72222.8357039	 69761.52520302	 14.23582456	 180
72231.70004973	 69758.2137421	 11.00200335	 190
72240.56439555	 69754.90228117	 7.76818214	 200
72249.47937578	 69751.45897983	 4.82423862	 210
72258.4399139	 69747.87936731	 2.19838053	 220
72267.43969898	 69744.17704747	 -0.10307475	 230
72276.47174335	 69740.364669	 -2.07486197	 240
72285.52820164	 69736.45343224	 -3.71278455	 250
72294.60055021	 69732.45336206	 -5.01352658	 260
72303.67976259	 69728.37360497	 -5.97450771	 270
72312.75644323	 69724.22265787	 -6.59378695	 280
72321.82092664	 69720.0085332	 -6.87	 290
73180.87099587	 69314.38188397	 -0.44	 1240.02176022
