Well name:	 Segment-1-2-7_d
71447.42867337	 70565.74166998	 100.0	 0.0
71440.46793631	 70564.50351019	 92.93	 10
71433.26742597	 70563.22270007	 86.1100164	 20
71425.83696637	 70561.90098711	 79.54942611	 30
71418.18561038	 70560.53998162	 73.2562222	 40
71410.32267999	 70559.14134175	 67.23807197	 50
71402.25775497	 70557.70677156	 61.5023076	 60
71394.0006612	 70556.23801882	 56.05591725	 70
71385.56145866	 70554.73687301	 50.9055365	 80
71376.95042924	 70553.20516302	 46.0574403	 90
71368.17806414	 70551.64475502	 41.5175353	 100
71359.25505113	 70550.05755012	 37.29135269	 110
71350.19226154	 70548.44548208	 33.3840414	 120
71341.00073698	 70546.81051496	 29.80036191	 130
71331.69353186	 70545.14451741	 26.54453866	 140
71322.28417327	 70543.4382635	 23.62004408	 150
71312.78668137	 70541.68139384	 21.02947339	 160
71303.21555114	 70539.86254931	 18.77441888	 170
71293.58560425	 70537.9700266	 16.85543984	 180
71283.91134935	 70535.99435885	 15.2725535	 190
71274.21178606	 70533.95842091	 13.94085212	 200
71264.51222276	 70531.92248298	 12.60915074	 210
71254.81265946	 70529.88654505	 11.27744936	 220
71246.30534357	 70528.1008598	 10.10943757	 230
71236.60578027	 70526.06492187	 8.77773619	 240
71226.90621697	 70524.02898393	 7.44603481	 250
71217.20665368	 70521.993046	 6.11433343	 260
71207.50709038	 70519.95710807	 4.78263205	 270
71197.80752708	 70517.92117014	 3.45093067	 280
71188.10796378	 70515.88523221	 2.11922929	 290
71178.40840048	 70513.84929427	 0.78752791	 300
71168.70883719	 70511.81335634	 -0.54417347	 310
71158.94262738	 70510.04259699	 -1.76300791	 320
71149.10796898	 70508.57682257	 -2.82649252	 330
71139.21637731	 70507.40768299	 -3.71504578	 340
71129.27966577	 70506.52695353	 -4.41223971	 350
71119.30983398	 70505.92673422	 -4.90436853	 360
71109.31899085	 70505.59950213	 -5.18	 370
70109.33784227	 70499.459267	 -10.14	 1370.01230072
