Well name:	 Segment-1-2-3_n
71442.14772167	 70670.60878375	 100.0	 0.0
71435.59096299	 70673.25336606	 92.93	 10
71428.75341055	 70676.01120285	 86.17409792	 20
71421.64907031	 70678.87664498	 79.74622183	 30
71414.29146578	 70681.84423793	 73.65860754	 40
71406.69878711	 70684.9184826	 67.92273355	 50
71398.89016067	 70688.10438348	 62.54915107	 60
71390.88567262	 70691.40750225	 57.54739365	 70
71382.70639428	 70694.83400876	 52.92587235	 80
71374.37440637	 70698.39072372	 48.69175424	 90
71365.91281588	 70702.08514341	 44.85082344	 100
71357.34575395	 70705.92542834	 41.4073279	 110
71348.6983305	 70709.92032013	 38.36382541	 120
71339.99648988	 70714.07890412	 35.72107136	 130
71331.26660719	 70718.40997542	 33.47808906	 140
71322.53412858	 70722.91992209	 31.63304211	 150
71313.80664202	 70727.51678066	 29.98991406	 160
71308.90491111	 70730.09857366	 29.06706284	 170
71300.17742456	 70734.69543222	 27.42393479	 180
71291.449938	 70739.29229079	 25.78080674	 190
71282.72245145	 70743.88914935	 24.13767868	 200
71273.9949649	 70748.48600792	 22.49455063	 210
71265.26747834	 70753.08286648	 20.85142257	 220
71256.53999179	 70757.67972505	 19.20829452	 230
71247.81250524	 70762.27658361	 17.56516646	 240
71239.08501869	 70766.87344217	 15.92203841	 250
71230.35753213	 70771.47030074	 14.27891036	 260
71221.63004558	 70776.0671593	 12.6357823	 270
71212.90255903	 70780.66401787	 10.99265425	 280
71203.99148872	 70784.90356116	 9.37429127	 290
71194.8958741	 70788.75049709	 7.8023884	 300
71185.6310694	 70792.20152993	 6.30113355	 310
71176.21318864	 70795.25500974	 4.89408587	 320
71166.65906132	 70797.91062402	 3.60320869	 330
71156.98611438	 70800.16917423	 2.44863153	 340
71147.21225256	 70802.03240632	 1.44863593	 350
71137.35575196	 70803.50288317	 0.61972462	 360
71127.4351687	 70804.58388983	 -0.0232779	 370
71117.46926069	 70805.27936419	 -0.4671167	 380
71107.47692031	 70805.5938467	 -0.7	 390
70107.49577173	 70799.45361158	 -1.85	 1390.00066125
