Well name:	 Segment-1-0-6_n
71246.20275817	 71077.03715007	 100.0	 0.0
71245.04998781	 71070.06176331	 92.93	 10
71243.81032946	 71062.79505847	 86.17291128	 20
71242.4790576	 71055.2536346	 79.74215385	 30
71241.05125188	 71047.45369724	 73.64934267	 40
71239.52197297	 71039.41208663	 67.90531927	 50
71237.88626476	 71031.14625092	 62.52011559	 60
71236.13915735	 71022.67421782	 57.50291808	 70
71234.27567097	 71014.01456454	 52.862032	 80
71232.29082119	 71005.18638585	 48.60484604	 90
71230.17962581	 70996.20925993	 44.7377975	 100
71227.93711421	 70987.10321185	 41.26633815	 110
71225.5583399	 70977.88867392	 38.19490144	 120
71223.03839819	 70968.58644238	 35.52687181	 130
71220.372452	 70959.21762887	 33.26455787	 140
71217.55577294	 70949.80360391	 31.40917293	 150
71214.58381613	 70940.36592507	 29.96083221	 160
71211.45239181	 70930.92622553	 28.91859703	 170
71208.15827981	 70921.505931	 28.28072784	 180
71204.83588244	 70912.09096734	 27.71492303	 190
71201.51348507	 70902.67600369	 27.14911822	 200
71198.1910877	 70893.26104003	 26.58331341	 210
71194.86869033	 70883.84607637	 26.0175086	 220
71191.54629296	 70874.43111272	 25.45170379	 230
71190.18570975	 70870.57551084	 25.21999625	 240
71186.86331238	 70861.16054719	 24.65419144	 250
71183.54091501	 70851.74558353	 24.08838663	 260
71180.21851764	 70842.33061988	 23.52258182	 270
71176.89612027	 70832.91565622	 22.95677701	 280
71173.5737229	 70823.50069257	 22.3909722	 290
71170.25132553	 70814.08572891	 21.82516739	 300
71166.92892817	 70804.67076525	 21.25936258	 310
71163.6065308	 70795.2558016	 20.69355777	 320
71160.28413343	 70785.84083794	 20.12775296	 330
71156.96173606	 70776.42587429	 19.56194815	 340
71153.63933869	 70767.01091063	 18.99614334	 350
71150.31694132	 70757.59594698	 18.43033853	 360
71146.99454395	 70748.18098332	 17.86453372	 370
71143.67214658	 70738.76601966	 17.29872891	 380
71140.34974921	 70729.35105601	 16.7329241	 390
71137.02735184	 70719.93609235	 16.16711929	 400
71133.70495447	 70710.5211287	 15.60131448	 410
71130.3825571	 70701.10616504	 15.03550967	 420
71127.06015974	 70691.69120139	 14.46970486	 430
71123.73776237	 70682.27623773	 13.90390004	 440
71120.415365	 70672.86127408	 13.33809523	 450
71117.09296763	 70663.44631042	 12.77229042	 460
71114.16049589	 70653.90678803	 12.14132133	 470
71111.64421513	 70644.25360218	 11.44538016	 480
71109.5498127	 70634.50434906	 10.69335478	 490
71107.88216248	 70624.67671039	 9.89556986	 500
71106.645175	 70614.78850991	 9.06289141	 510
71105.84174504	 70604.85770575	 8.20637001	 520
71105.47373431	 70594.90236222	 7.33705805	 530
71105.54197036	 70584.94061395	 6.46590062	 540
71106.04625434	 70574.99062676	 5.60366364	 550
71106.98537397	 70565.07055744	 4.76088314	 560
71108.35712007	 70555.19851339	 3.94782783	 570
71110.1583054	 70545.39251269	 3.17447039	 580
71112.38478514	 70535.67044479	 2.45046505	 590
71115.03147881	 70526.05003204	 1.78512968	 600
71118.09239313	 70516.54879211	 1.18743136	 610
71121.5606458	 70507.18400133	 0.66597468	 620
71125.42849	 70497.97265901	 0.22899202	 630
71129.68733966	 70488.93145269	 -0.11566426	 640
71134.3290878	 70480.07759283	 -0.36733809	 650
71139.3448986	 70471.42793325	 -0.52555039	 660
71144.72522418	 70462.99893907	 -0.59	 670
71703.85100994	 69664.24781656	 2.28	 1645.00422404
